"","county","cluster_id","surv_year","month","n_traps","total_mos","total_trap_nights","mos_per_trap_night","species"
"22386","Sacramento",140130,2020,9,2,66,6,11,"Cx. pipiens"
"22387","Sacramento",140131,2005,8,1,5,2,2.5,"Cx. pipiens"
"22388","Sacramento",140131,2005,10,1,5,1,5,"Cx. pipiens"
"22389","Sacramento",140131,2006,4,1,6,32,0.1875,"Cx. pipiens"
"22390","Sacramento",140131,2006,5,1,225,58,3.87931034482759,"Cx. pipiens"
"22391","Sacramento",140131,2006,6,1,404,61,6.62295081967213,"Cx. pipiens"
"22392","Sacramento",140131,2006,7,1,163,64,2.546875,"Cx. pipiens"
"22393","Sacramento",140131,2006,8,1,43,40,1.075,"Cx. pipiens"
"22394","Sacramento",140131,2006,9,1,38,42,0.904761904761905,"Cx. pipiens"
"22395","Sacramento",140131,2006,10,1,121,62,1.95161290322581,"Cx. pipiens"
"22396","Sacramento",140131,2006,11,2,103,64,1.609375,"Cx. pipiens"
"22397","Sacramento",140131,2006,12,1,29,49,0.591836734693878,"Cx. pipiens"
"22398","Sacramento",140131,2007,1,1,2,21,0.0952380952380952,"Cx. pipiens"
"22399","Sacramento",140131,2007,3,1,1,7,0.142857142857143,"Cx. pipiens"
"22400","Sacramento",140131,2007,4,1,26,42,0.619047619047619,"Cx. pipiens"
"22401","Sacramento",140131,2007,5,1,47,56,0.839285714285714,"Cx. pipiens"
"22402","Sacramento",140131,2007,6,1,27,56,0.482142857142857,"Cx. pipiens"
"22403","Sacramento",140131,2007,7,1,41,63,0.650793650793651,"Cx. pipiens"
"22404","Sacramento",140131,2007,8,2,27,51,0.529411764705882,"Cx. pipiens"
"22405","Sacramento",140131,2007,9,1,26,35,0.742857142857143,"Cx. pipiens"
"22406","Sacramento",140131,2007,10,2,26,50,0.52,"Cx. pipiens"
"22407","Sacramento",140131,2007,11,1,11,38,0.289473684210526,"Cx. pipiens"
"22408","Sacramento",140131,2007,12,1,5,21,0.238095238095238,"Cx. pipiens"
"22409","Sacramento",140131,2008,1,1,2,7,0.285714285714286,"Cx. pipiens"
"22410","Sacramento",140131,2008,2,1,6,21,0.285714285714286,"Cx. pipiens"
"22411","Sacramento",140131,2008,3,1,7,23,0.304347826086957,"Cx. pipiens"
"22412","Sacramento",140131,2008,4,1,19,56,0.339285714285714,"Cx. pipiens"
"22413","Sacramento",140131,2008,5,1,80,56,1.42857142857143,"Cx. pipiens"
"22414","Sacramento",140131,2008,6,1,69,84,0.821428571428571,"Cx. pipiens"
"22415","Sacramento",140131,2008,7,2,60,72,0.833333333333333,"Cx. pipiens"
"22416","Sacramento",140131,2008,8,2,138,93,1.48387096774194,"Cx. pipiens"
"22417","Sacramento",140131,2008,9,1,86,77,1.11688311688312,"Cx. pipiens"
"22418","Sacramento",140131,2008,10,1,192,50,3.84,"Cx. pipiens"
"22419","Sacramento",140131,2008,11,1,115,68,1.69117647058824,"Cx. pipiens"
"22420","Sacramento",140131,2008,12,1,1,13,0.0769230769230769,"Cx. pipiens"
"22421","Sacramento",140131,2009,1,1,7,28,0.25,"Cx. pipiens"
"22422","Sacramento",140131,2009,2,1,6,13,0.461538461538462,"Cx. pipiens"
"22423","Sacramento",140131,2009,3,1,9,35,0.257142857142857,"Cx. pipiens"
"22424","Sacramento",140131,2009,4,1,13,44,0.295454545454545,"Cx. pipiens"
"22425","Sacramento",140131,2009,5,1,133,79,1.68354430379747,"Cx. pipiens"
"22426","Sacramento",140131,2009,6,2,69,51,1.35294117647059,"Cx. pipiens"
"22427","Sacramento",140131,2009,7,1,375,52,7.21153846153846,"Cx. pipiens"
"22428","Sacramento",140131,2009,8,1,263,69,3.81159420289855,"Cx. pipiens"
"22429","Sacramento",140131,2009,9,1,157,34,4.61764705882353,"Cx. pipiens"
"22430","Sacramento",140131,2009,10,1,137,56,2.44642857142857,"Cx. pipiens"
"22431","Sacramento",140131,2009,11,1,45,63,0.714285714285714,"Cx. pipiens"
"22432","Sacramento",140131,2009,12,1,12,50,0.24,"Cx. pipiens"
"22433","Sacramento",140131,2010,1,1,7,31,0.225806451612903,"Cx. pipiens"
"22434","Sacramento",140131,2010,2,1,14,50,0.28,"Cx. pipiens"
"22435","Sacramento",140131,2010,3,1,9,42,0.214285714285714,"Cx. pipiens"
"22436","Sacramento",140131,2010,4,1,14,49,0.285714285714286,"Cx. pipiens"
"22437","Sacramento",140131,2010,5,1,68,101,0.673267326732673,"Cx. pipiens"
"22438","Sacramento",140131,2010,6,1,161,81,1.98765432098765,"Cx. pipiens"
"22439","Sacramento",140131,2010,7,1,72,98,0.73469387755102,"Cx. pipiens"
"22440","Sacramento",140131,2010,8,1,25,70,0.357142857142857,"Cx. pipiens"
"22441","Sacramento",140131,2010,9,1,59,63,0.936507936507937,"Cx. pipiens"
"22442","Sacramento",140131,2010,10,1,47,35,1.34285714285714,"Cx. pipiens"
"22443","Sacramento",140131,2010,11,1,9,21,0.428571428571429,"Cx. pipiens"
"22444","Sacramento",140131,2011,1,1,2,15,0.133333333333333,"Cx. pipiens"
"22445","Sacramento",140131,2011,2,1,3,14,0.214285714285714,"Cx. pipiens"
"22446","Sacramento",140131,2011,4,1,8,14,0.571428571428571,"Cx. pipiens"
"22447","Sacramento",140131,2011,5,1,10,30,0.333333333333333,"Cx. pipiens"
"22448","Sacramento",140131,2011,6,1,42,70,0.6,"Cx. pipiens"
"22449","Sacramento",140131,2011,7,2,108,81,1.33333333333333,"Cx. pipiens"
"22450","Sacramento",140131,2011,8,1,63,57,1.10526315789474,"Cx. pipiens"
"22451","Sacramento",140131,2011,9,1,43,58,0.741379310344828,"Cx. pipiens"
"22452","Sacramento",140131,2011,10,1,48,68,0.705882352941177,"Cx. pipiens"
"22453","Sacramento",140131,2011,11,1,8,55,0.145454545454545,"Cx. pipiens"
"22454","Sacramento",140131,2011,12,1,9,58,0.155172413793103,"Cx. pipiens"
"22455","Sacramento",140131,2012,1,1,2,14,0.142857142857143,"Cx. pipiens"
"22456","Sacramento",140131,2012,2,1,1,8,0.125,"Cx. pipiens"
"22457","Sacramento",140131,2012,3,1,1,7,0.142857142857143,"Cx. pipiens"
"22458","Sacramento",140131,2012,4,1,11,30,0.366666666666667,"Cx. pipiens"
"22459","Sacramento",140131,2012,5,1,30,58,0.517241379310345,"Cx. pipiens"
"22460","Sacramento",140131,2012,6,2,85,89,0.955056179775281,"Cx. pipiens"
"22461","Sacramento",140131,2012,7,2,50,73,0.684931506849315,"Cx. pipiens"
"22462","Sacramento",140131,2012,8,1,32,63,0.507936507936508,"Cx. pipiens"
"22463","Sacramento",140131,2012,9,1,55,91,0.604395604395604,"Cx. pipiens"
"22464","Sacramento",140131,2012,10,1,21,48,0.4375,"Cx. pipiens"
"22465","Sacramento",140131,2012,11,1,6,37,0.162162162162162,"Cx. pipiens"
"22466","Sacramento",140131,2012,12,1,2,21,0.0952380952380952,"Cx. pipiens"
"22467","Sacramento",140131,2013,4,1,26,34,0.764705882352941,"Cx. pipiens"
"22468","Sacramento",140131,2013,5,1,131,87,1.50574712643678,"Cx. pipiens"
"22469","Sacramento",140131,2013,6,1,216,102,2.11764705882353,"Cx. pipiens"
"22470","Sacramento",140131,2013,7,1,72,63,1.14285714285714,"Cx. pipiens"
"22471","Sacramento",140131,2013,8,2,242,110,2.2,"Cx. pipiens"
"22472","Sacramento",140131,2013,9,1,216,81,2.66666666666667,"Cx. pipiens"
"22473","Sacramento",140131,2013,10,1,96,69,1.39130434782609,"Cx. pipiens"
"22474","Sacramento",140131,2013,11,1,16,47,0.340425531914894,"Cx. pipiens"
"22475","Sacramento",140131,2014,1,1,3,22,0.136363636363636,"Cx. pipiens"
"22476","Sacramento",140131,2014,3,1,3,17,0.176470588235294,"Cx. pipiens"
"22477","Sacramento",140131,2014,4,1,30,61,0.491803278688525,"Cx. pipiens"
"22478","Sacramento",140131,2014,5,1,301,102,2.95098039215686,"Cx. pipiens"
"22479","Sacramento",140131,2014,6,2,412,73,5.64383561643836,"Cx. pipiens"
"22480","Sacramento",140131,2014,7,2,345,103,3.3495145631068,"Cx. pipiens"
"22481","Sacramento",140131,2014,8,1,256,59,4.33898305084746,"Cx. pipiens"
"22482","Sacramento",140131,2014,9,2,161,66,2.43939393939394,"Cx. pipiens"
"22483","Sacramento",140131,2014,10,1,44,51,0.862745098039216,"Cx. pipiens"
"22484","Sacramento",140131,2014,11,1,48,49,0.979591836734694,"Cx. pipiens"
"22485","Sacramento",140131,2014,12,1,22,59,0.372881355932203,"Cx. pipiens"
"22486","Sacramento",140131,2015,1,1,12,35,0.342857142857143,"Cx. pipiens"
"22487","Sacramento",140131,2015,2,1,22,35,0.628571428571429,"Cx. pipiens"
"22488","Sacramento",140131,2015,3,1,7,35,0.2,"Cx. pipiens"
"22489","Sacramento",140131,2015,4,1,37,83,0.44578313253012,"Cx. pipiens"
"22490","Sacramento",140131,2015,5,1,142,87,1.63218390804598,"Cx. pipiens"
"22491","Sacramento",140131,2015,6,1,251,91,2.75824175824176,"Cx. pipiens"
"22492","Sacramento",140131,2015,7,1,68,77,0.883116883116883,"Cx. pipiens"
"22493","Sacramento",140131,2015,8,1,95,77,1.23376623376623,"Cx. pipiens"
"22494","Sacramento",140131,2015,9,1,31,51,0.607843137254902,"Cx. pipiens"
"22495","Sacramento",140131,2015,10,1,57,61,0.934426229508197,"Cx. pipiens"
"22496","Sacramento",140131,2015,11,1,56,59,0.949152542372881,"Cx. pipiens"
"22497","Sacramento",140131,2016,1,1,1,9,0.111111111111111,"Cx. pipiens"
"22498","Sacramento",140131,2016,2,1,1,7,0.142857142857143,"Cx. pipiens"
"22499","Sacramento",140131,2016,3,1,4,21,0.19047619047619,"Cx. pipiens"
"22500","Sacramento",140131,2016,4,1,57,77,0.74025974025974,"Cx. pipiens"
"22501","Sacramento",140131,2016,5,1,183,101,1.81188118811881,"Cx. pipiens"
"22502","Sacramento",140131,2016,6,1,158,81,1.95061728395062,"Cx. pipiens"
"22503","Sacramento",140131,2016,7,2,60,79,0.759493670886076,"Cx. pipiens"
"22504","Sacramento",140131,2016,8,1,27,57,0.473684210526316,"Cx. pipiens"
"22505","Sacramento",140131,2016,9,1,27,62,0.435483870967742,"Cx. pipiens"
"22506","Sacramento",140131,2016,10,1,86,98,0.877551020408163,"Cx. pipiens"
"22507","Sacramento",140131,2016,11,1,253,84,3.01190476190476,"Cx. pipiens"
"22508","Sacramento",140131,2016,12,1,133,99,1.34343434343434,"Cx. pipiens"
"22509","Sacramento",140131,2017,1,1,6,28,0.214285714285714,"Cx. pipiens"
"22510","Sacramento",140131,2017,2,1,6,35,0.171428571428571,"Cx. pipiens"
"22511","Sacramento",140131,2017,3,1,5,21,0.238095238095238,"Cx. pipiens"
"22512","Sacramento",140131,2017,4,1,39,70,0.557142857142857,"Cx. pipiens"
"22513","Sacramento",140131,2017,5,1,237,110,2.15454545454545,"Cx. pipiens"
"22514","Sacramento",140131,2017,6,1,321,81,3.96296296296296,"Cx. pipiens"
"22515","Sacramento",140131,2017,7,1,483,105,4.6,"Cx. pipiens"
"22516","Sacramento",140131,2017,8,1,418,79,5.29113924050633,"Cx. pipiens"
"22517","Sacramento",140131,2017,9,2,519,73,7.10958904109589,"Cx. pipiens"
"22518","Sacramento",140131,2017,10,1,814,99,8.22222222222222,"Cx. pipiens"
"22519","Sacramento",140131,2017,11,1,358,75,4.77333333333333,"Cx. pipiens"
"22520","Sacramento",140131,2017,12,1,167,63,2.65079365079365,"Cx. pipiens"
"22521","Sacramento",140131,2018,1,1,383,114,3.35964912280702,"Cx. pipiens"
"22522","Sacramento",140131,2018,2,1,480,87,5.51724137931035,"Cx. pipiens"
"22523","Sacramento",140131,2018,3,1,407,69,5.89855072463768,"Cx. pipiens"
"22524","Sacramento",140131,2018,4,1,1513,84,18.0119047619048,"Cx. pipiens"
"22525","Sacramento",140131,2018,5,1,244,50,4.88,"Cx. pipiens"
"22526","Sacramento",140131,2018,6,1,350,48,7.29166666666667,"Cx. pipiens"
"22527","Sacramento",140131,2018,7,2,264,65,4.06153846153846,"Cx. pipiens"
"22528","Sacramento",140131,2018,8,1,70,56,1.25,"Cx. pipiens"
"22529","Sacramento",140131,2018,9,1,88,42,2.0952380952381,"Cx. pipiens"
"22530","Sacramento",140131,2018,10,1,133,70,1.9,"Cx. pipiens"
"22531","Sacramento",140131,2018,11,1,48,50,0.96,"Cx. pipiens"
"22532","Sacramento",140131,2018,12,1,16,28,0.571428571428571,"Cx. pipiens"
"22533","Sacramento",140131,2019,1,1,1,8,0.125,"Cx. pipiens"
"22534","Sacramento",140131,2019,2,1,3,20,0.15,"Cx. pipiens"
"22535","Sacramento",140131,2019,3,1,4,14,0.285714285714286,"Cx. pipiens"
"22536","Sacramento",140131,2019,4,1,89,61,1.45901639344262,"Cx. pipiens"
"22537","Sacramento",140131,2019,5,1,185,50,3.7,"Cx. pipiens"
"22538","Sacramento",140131,2019,6,1,1438,54,26.6296296296296,"Cx. pipiens"
"22539","Sacramento",140131,2019,7,1,338,70,4.82857142857143,"Cx. pipiens"
"22540","Sacramento",140131,2019,8,1,68,35,1.94285714285714,"Cx. pipiens"
"22541","Sacramento",140131,2019,9,1,35,35,1,"Cx. pipiens"
"22542","Sacramento",140131,2019,10,1,133,34,3.91176470588235,"Cx. pipiens"
"22543","Sacramento",140131,2019,11,1,68,36,1.88888888888889,"Cx. pipiens"
"22544","Sacramento",140131,2019,12,1,109,49,2.22448979591837,"Cx. pipiens"
"22545","Sacramento",140131,2020,1,1,42,40,1.05,"Cx. pipiens"
"22546","Sacramento",140131,2020,2,1,99,28,3.53571428571429,"Cx. pipiens"
"22547","Sacramento",140131,2020,3,1,76,35,2.17142857142857,"Cx. pipiens"
"22548","Sacramento",140131,2020,4,1,1091,46,23.7173913043478,"Cx. pipiens"
"22549","Sacramento",140131,2020,5,1,6951,62,112.112903225806,"Cx. pipiens"
"22550","Sacramento",140131,2020,6,1,4220,68,62.0588235294118,"Cx. pipiens"
"22551","Sacramento",140131,2020,7,1,1304,56,23.2857142857143,"Cx. pipiens"
"22552","Sacramento",140131,2020,8,1,790,70,11.2857142857143,"Cx. pipiens"
"22553","Sacramento",140131,2020,9,1,66,49,1.3469387755102,"Cx. pipiens"
"22554","Sacramento",140131,2020,10,1,104,56,1.85714285714286,"Cx. pipiens"
"22555","Sacramento",140131,2020,11,1,69,56,1.23214285714286,"Cx. pipiens"
"22556","Sacramento",140131,2020,12,1,81,28,2.89285714285714,"Cx. pipiens"
"22557","Sacramento",140131,2021,1,1,134,40,3.35,"Cx. pipiens"
"22558","Sacramento",140131,2021,2,1,308,48,6.41666666666667,"Cx. pipiens"
"22559","Sacramento",140131,2021,3,1,475,70,6.78571428571429,"Cx. pipiens"
"22560","Sacramento",140131,2021,4,1,1713,60,28.55,"Cx. pipiens"
"22561","Sacramento",140131,2021,5,1,2261,54,41.8703703703704,"Cx. pipiens"
"22562","Sacramento",140131,2021,6,1,2568,70,36.6857142857143,"Cx. pipiens"
"22563","Sacramento",140131,2021,7,1,251,50,5.02,"Cx. pipiens"
"22564","Sacramento",140131,2021,8,1,506,70,7.22857142857143,"Cx. pipiens"
"22565","Sacramento",140131,2021,9,1,568,60,9.46666666666667,"Cx. pipiens"
"22566","Sacramento",140131,2021,10,3,299,56,5.33928571428571,"Cx. pipiens"
"22567","Sacramento",140131,2021,11,1,284,68,4.17647058823529,"Cx. pipiens"
"22568","Sacramento",140131,2021,12,1,75,30,2.5,"Cx. pipiens"
"22569","Sacramento",140131,2022,1,1,64,56,1.14285714285714,"Cx. pipiens"
"22570","Sacramento",140131,2022,2,1,45,56,0.803571428571429,"Cx. pipiens"
"22571","Sacramento",140131,2022,3,1,111,54,2.05555555555556,"Cx. pipiens"
"22572","Sacramento",140131,2022,4,1,392,60,6.53333333333333,"Cx. pipiens"
"22573","Sacramento",140131,2022,5,1,1006,68,14.7941176470588,"Cx. pipiens"
"22574","Sacramento",140131,2022,6,1,511,47,10.8723404255319,"Cx. pipiens"
"22575","Sacramento",140131,2022,7,1,311,56,5.55357142857143,"Cx. pipiens"
"22576","Sacramento",140131,2022,8,1,190,63,3.01587301587302,"Cx. pipiens"
"22577","Sacramento",140131,2022,9,1,69,55,1.25454545454545,"Cx. pipiens"
"22578","Sacramento",140131,2022,10,1,114,70,1.62857142857143,"Cx. pipiens"
"22579","Sacramento",140131,2022,11,1,29,49,0.591836734693878,"Cx. pipiens"
"22580","Sacramento",140131,2022,12,1,5,21,0.238095238095238,"Cx. pipiens"
"22581","Sacramento",140131,2023,1,1,18,18,1,"Cx. pipiens"
"22582","Sacramento",140131,2023,2,1,43,44,0.977272727272727,"Cx. pipiens"
"22583","Sacramento",140131,2023,3,1,190,43,4.41860465116279,"Cx. pipiens"
"22584","Sacramento",140131,2023,4,1,504,57,8.8421052631579,"Cx. pipiens"
"22585","Sacramento",140131,2023,5,2,1993,73,27.3013698630137,"Cx. pipiens"
"22586","Sacramento",140131,2023,6,2,2011,62,32.4354838709677,"Cx. pipiens"
"22587","Sacramento",140131,2023,7,2,6905,68,101.544117647059,"Cx. pipiens"
"22588","Sacramento",140131,2023,8,4,2641,55,48.0181818181818,"Cx. pipiens"
"22589","Sacramento",140131,2023,9,1,882,38,23.2105263157895,"Cx. pipiens"
"22590","Sacramento",140131,2023,10,11,736,61,12.0655737704918,"Cx. pipiens"
"22591","Sacramento",140131,2023,11,1,427,56,7.625,"Cx. pipiens"
"22592","Sacramento",140131,2023,12,1,123,46,2.67391304347826,"Cx. pipiens"
"22593","Sacramento",140132,2003,8,1,6,1,6,"Cx. pipiens"
"22594","Sacramento",140132,2004,5,1,6,1,6,"Cx. pipiens"
"22595","Sacramento",140132,2004,6,1,7,1,7,"Cx. pipiens"
"22596","Sacramento",140132,2004,7,1,62,1,62,"Cx. pipiens"
"22597","Sacramento",140132,2004,9,1,54,1,54,"Cx. pipiens"
"22598","Sacramento",140132,2007,8,1,16,2,8,"Cx. pipiens"
"22599","Sacramento",140132,2008,7,1,46,2,23,"Cx. pipiens"
"22600","Sacramento",140132,2008,8,1,686,5,137.2,"Cx. pipiens"
"22601","Sacramento",140132,2009,6,1,42,2,21,"Cx. pipiens"
"22602","Sacramento",140132,2010,8,1,2,2,1,"Cx. pipiens"
"22603","Sacramento",140132,2010,10,1,24,2,12,"Cx. pipiens"
"22604","Sacramento",140132,2012,6,2,19,4,4.75,"Cx. pipiens"
"22605","Sacramento",140132,2015,8,1,3,2,1.5,"Cx. pipiens"
"22606","Sacramento",140132,2015,9,1,5,1,5,"Cx. pipiens"
"22607","Sacramento",140132,2016,6,1,3,2,1.5,"Cx. pipiens"
"22608","Sacramento",140132,2016,7,1,4,1,4,"Cx. pipiens"
"22609","Sacramento",140132,2017,7,2,4,2,2,"Cx. pipiens"
"22610","Sacramento",140132,2017,8,1,15,3,5,"Cx. pipiens"
"22611","Sacramento",140132,2017,9,1,9,2,4.5,"Cx. pipiens"
"22612","Sacramento",140132,2020,9,1,35,3,11.6666666666667,"Cx. pipiens"
"22613","Sacramento",140132,2023,7,1,21,2,10.5,"Cx. pipiens"
"22614","Sacramento",140133,2008,9,1,65,4,16.25,"Cx. pipiens"
"22615","Sacramento",140133,2009,6,1,99,2,49.5,"Cx. pipiens"
"22616","Sacramento",140133,2012,5,2,300,7,42.8571428571429,"Cx. pipiens"
"22617","Sacramento",140133,2012,6,2,444,5,88.8,"Cx. pipiens"
"22618","Sacramento",140133,2012,7,2,171,6,28.5,"Cx. pipiens"
"22619","Sacramento",140133,2012,8,1,11,1,11,"Cx. pipiens"
"22620","Sacramento",140133,2012,9,1,31,4,7.75,"Cx. pipiens"
"22621","Sacramento",140133,2013,3,1,2,1,2,"Cx. pipiens"
"22622","Sacramento",140133,2013,5,1,108,6,18,"Cx. pipiens"
"22623","Sacramento",140133,2013,6,1,66,6,11,"Cx. pipiens"
"22624","Sacramento",140133,2013,7,1,16,2,8,"Cx. pipiens"
"22625","Sacramento",140133,2013,8,2,108,8,13.5,"Cx. pipiens"
"22626","Sacramento",140133,2013,9,2,27,5,5.4,"Cx. pipiens"
"22627","Sacramento",140133,2013,10,1,8,3,2.66666666666667,"Cx. pipiens"
"22628","Sacramento",140133,2014,4,1,4,1,4,"Cx. pipiens"
"22629","Sacramento",140133,2014,5,1,117,4,29.25,"Cx. pipiens"
"22630","Sacramento",140133,2014,6,2,100,7,14.2857142857143,"Cx. pipiens"
"22631","Sacramento",140133,2014,7,2,55,7,7.85714285714286,"Cx. pipiens"
"22632","Sacramento",140133,2014,8,1,10,2,5,"Cx. pipiens"
"22633","Sacramento",140133,2014,9,2,66,6,11,"Cx. pipiens"
"22634","Sacramento",140133,2014,10,1,18,3,6,"Cx. pipiens"
"22635","Sacramento",140133,2015,5,1,19,3,6.33333333333333,"Cx. pipiens"
"22636","Sacramento",140133,2015,6,1,73,6,12.1666666666667,"Cx. pipiens"
"22637","Sacramento",140133,2015,7,1,17,3,5.66666666666667,"Cx. pipiens"
"22638","Sacramento",140133,2015,8,1,17,3,5.66666666666667,"Cx. pipiens"
"22639","Sacramento",140133,2015,9,1,32,5,6.4,"Cx. pipiens"
"22640","Sacramento",140133,2015,10,1,52,4,13,"Cx. pipiens"
"22641","Sacramento",140133,2016,5,1,44,3,14.6666666666667,"Cx. pipiens"
"22642","Sacramento",140133,2016,6,1,74,6,12.3333333333333,"Cx. pipiens"
"22643","Sacramento",140133,2016,7,1,50,6,8.33333333333333,"Cx. pipiens"
"22644","Sacramento",140133,2016,8,2,56,5,11.2,"Cx. pipiens"
"22645","Sacramento",140133,2016,9,2,35,4,8.75,"Cx. pipiens"
"22646","Sacramento",140133,2016,10,1,7,1,7,"Cx. pipiens"
"22647","Sacramento",140133,2017,5,1,98,4,24.5,"Cx. pipiens"
"22648","Sacramento",140133,2017,6,1,77,4,19.25,"Cx. pipiens"
"22649","Sacramento",140133,2017,7,1,36,4,9,"Cx. pipiens"
"22650","Sacramento",140133,2017,8,1,26,5,5.2,"Cx. pipiens"
"22651","Sacramento",140133,2017,9,1,17,4,4.25,"Cx. pipiens"
"22652","Sacramento",140133,2017,10,1,16,4,4,"Cx. pipiens"
"22653","Sacramento",140133,2018,5,1,21,3,7,"Cx. pipiens"
"22654","Sacramento",140133,2018,6,1,107,4,26.75,"Cx. pipiens"
"22655","Sacramento",140133,2018,7,1,126,5,25.2,"Cx. pipiens"
"22656","Sacramento",140133,2018,8,1,56,3,18.6666666666667,"Cx. pipiens"
"22657","Sacramento",140133,2018,9,2,133,3,44.3333333333333,"Cx. pipiens"
"22658","Sacramento",140133,2018,10,1,10,2,5,"Cx. pipiens"
"22659","Sacramento",140133,2018,11,1,11,1,11,"Cx. pipiens"
"22660","Sacramento",140133,2019,5,2,30,4,7.5,"Cx. pipiens"
"22661","Sacramento",140133,2019,6,1,146,4,36.5,"Cx. pipiens"
"22662","Sacramento",140133,2019,7,1,12,4,3,"Cx. pipiens"
"22663","Sacramento",140133,2019,8,1,23,4,5.75,"Cx. pipiens"
"22664","Sacramento",140133,2019,9,1,144,6,24,"Cx. pipiens"
"22665","Sacramento",140133,2019,10,1,10,3,3.33333333333333,"Cx. pipiens"
"22666","Sacramento",140133,2020,5,1,84,7,12,"Cx. pipiens"
"22667","Sacramento",140133,2020,6,1,93,7,13.2857142857143,"Cx. pipiens"
"22668","Sacramento",140133,2020,7,1,3,2,1.5,"Cx. pipiens"
"22669","Sacramento",140133,2020,8,1,21,6,3.5,"Cx. pipiens"
"22670","Sacramento",140133,2020,9,1,57,9,6.33333333333333,"Cx. pipiens"
"22671","Sacramento",140133,2020,10,1,17,3,5.66666666666667,"Cx. pipiens"
"22672","Sacramento",140133,2021,5,1,7,3,2.33333333333333,"Cx. pipiens"
"22673","Sacramento",140133,2021,6,1,7,3,2.33333333333333,"Cx. pipiens"
"22674","Sacramento",140133,2021,7,5,52,10,5.2,"Cx. pipiens"
"22675","Sacramento",140133,2021,8,2,21,7,3,"Cx. pipiens"
"22676","Sacramento",140133,2021,9,1,29,7,4.14285714285714,"Cx. pipiens"
"22677","Sacramento",140133,2021,10,3,22,5,4.4,"Cx. pipiens"
"22678","Sacramento",140133,2022,4,1,4,1,4,"Cx. pipiens"
"22679","Sacramento",140133,2022,5,1,36,6,6,"Cx. pipiens"
"22680","Sacramento",140133,2022,6,1,44,8,5.5,"Cx. pipiens"
"22681","Sacramento",140133,2022,7,1,90,8,11.25,"Cx. pipiens"
"22682","Sacramento",140133,2022,8,1,75,5,15,"Cx. pipiens"
"22683","Sacramento",140133,2022,9,1,12,3,4,"Cx. pipiens"
"22684","Sacramento",140133,2022,10,2,5,2,2.5,"Cx. pipiens"
"22685","Sacramento",140133,2023,5,1,31,5,6.2,"Cx. pipiens"
"22686","Sacramento",140133,2023,6,2,128,9,14.2222222222222,"Cx. pipiens"
"22687","Sacramento",140133,2023,7,3,111,18,6.16666666666667,"Cx. pipiens"
"22688","Sacramento",140133,2023,8,3,112,12,9.33333333333333,"Cx. pipiens"
"22689","Sacramento",140133,2023,9,1,16,5,3.2,"Cx. pipiens"
"22690","Sacramento",140133,2023,10,1,10,3,3.33333333333333,"Cx. pipiens"
"22691","Sacramento",140134,2007,6,1,128,2,64,"Cx. pipiens"
"22692","Sacramento",140134,2007,8,1,33,2,16.5,"Cx. pipiens"
"22693","Sacramento",140134,2008,6,1,219,2,109.5,"Cx. pipiens"
"22694","Sacramento",140134,2009,4,1,1,1,1,"Cx. pipiens"
"22695","Sacramento",140134,2010,6,1,11,1,11,"Cx. pipiens"
"22696","Sacramento",140134,2011,7,2,38,4,9.5,"Cx. pipiens"
"22697","Sacramento",140134,2011,8,1,32,3,10.6666666666667,"Cx. pipiens"
"22698","Sacramento",140134,2011,9,4,63,9,7,"Cx. pipiens"
"22699","Sacramento",140134,2012,6,2,95,3,31.6666666666667,"Cx. pipiens"
"22700","Sacramento",140134,2012,7,1,29,2,14.5,"Cx. pipiens"
"22701","Sacramento",140134,2012,9,3,34,6,5.66666666666667,"Cx. pipiens"
"22702","Sacramento",140134,2013,6,1,63,2,31.5,"Cx. pipiens"
"22703","Sacramento",140134,2013,7,1,56,2,28,"Cx. pipiens"
"22704","Sacramento",140134,2013,8,1,31,2,15.5,"Cx. pipiens"
"22705","Sacramento",140134,2014,6,1,23,2,11.5,"Cx. pipiens"
"22706","Sacramento",140134,2014,7,1,30,2,15,"Cx. pipiens"
"22707","Sacramento",140134,2014,8,1,27,2,13.5,"Cx. pipiens"
"22708","Sacramento",140134,2014,9,1,2,1,2,"Cx. pipiens"
"22709","Sacramento",140134,2016,8,2,37,3,12.3333333333333,"Cx. pipiens"
"22710","Sacramento",140134,2016,9,1,1,1,1,"Cx. pipiens"
"22711","Sacramento",140134,2017,8,1,43,2,21.5,"Cx. pipiens"
"22712","Sacramento",140134,2017,9,4,231,8,28.875,"Cx. pipiens"
"22713","Sacramento",140134,2017,10,1,39,2,19.5,"Cx. pipiens"
"22714","Sacramento",140134,2018,6,1,28,2,14,"Cx. pipiens"
"22715","Sacramento",140134,2019,6,1,34,1,34,"Cx. pipiens"
"22716","Sacramento",140134,2021,8,1,9,2,4.5,"Cx. pipiens"
"22717","Sacramento",140134,2021,10,2,6,3,2,"Cx. pipiens"
"22718","Sacramento",140134,2022,8,3,33,3,11,"Cx. pipiens"
"22719","Sacramento",140134,2022,9,1,2,1,2,"Cx. pipiens"
"22720","Sacramento",140134,2022,10,1,8,1,8,"Cx. pipiens"
"22721","Sacramento",140134,2023,8,5,58,6,9.66666666666667,"Cx. pipiens"
"22722","Sacramento",140135,2011,7,1,59,2,29.5,"Cx. pipiens"
"22723","Sacramento",140135,2011,8,1,281,4,70.25,"Cx. pipiens"
"22724","Sacramento",140135,2011,9,1,230,4,57.5,"Cx. pipiens"
